jid;LastName;FirstName;Gender;CourtType;President;Party 
3362;Cogburn;Max;Male;U.S. District Court;Barack Obama;Democratic
4020796;Coggins;Donald;Male;U.S. District Court;Donald J. Trump;Republican
3564;Cohen;Mark;Male;U.S. District Court;Barack Obama;Democratic
469;Cohen;Mitchell;Male;U.S. District Court;John F. Kennedy;Democratic
470;Cohill;Maurice;Male;U.S. District Court;Gerald Ford;Republican
471;Cohn;Avern;Male;U.S. District Court;Jimmy Carter;Democratic
3019;Cohn;James;Male;U.S. District Court;George W. Bush;Republican
472;Cole;Charles;Male;U.S. District Court;Benjamin Harrison;Republican
473;Cole;Ransey;Male;U.S. Court of Appeals;William J. Clinton;Democratic
3299;Cole;William;Male;Other;Franklin D. Roosevelt;Democratic
474;Coleman;Frank;Male;U.S. District Court;Calvin Coolidge;Republican
475;Coleman;James;Male;U.S. Court of Appeals;Lyndon B. Johnson;Democratic
3288;Coleman;Sharon;Female;U.S. District Court;Barack Obama;Democratic
476;Coleman;William;Male;U.S. District Court;Calvin Coolidge;Republican
477;Collet;John;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
478;Collier;Curtis;Male;U.S. District Court;William J. Clinton;Democratic
479;Collier;Lacey;Male;U.S. District Court;George H.W. Bush;Republican
480;Collins;Audrey;Female;U.S. District Court;William J. Clinton;Democratic
6480596;Collins;Daniel;Male;U.S. Court of Appeals;Donald J. Trump;Republican
3238;Collins;Linton;Male;Other;Lyndon B. Johnson;Democratic
2781;Collins;Raner;Male;U.S. District Court;William J. Clinton;Democratic
481;Collins;Robert;Male;U.S. District Court;Jimmy Carter;Democratic
482;Collinson;William;Male;U.S. District Court;Lyndon B. Johnson;Democratic
3024;Colloton;Steven;Male;U.S. Court of Appeals;George W. Bush;Republican
2976;Collyer;Rosemary;Female;U.S. District Court;George W. Bush;Republican
483;Colt;LeBaron;Male;U.S. District Court;James A. Garfield;Republican
484;Combs;Bertram;Male;U.S. Court of Appeals;Lyndon B. Johnson;Democratic
485;Comiskey;James;Male;U.S. District Court;Lyndon B. Johnson;Democratic
486;Conaboy;Richard;Male;U.S. District Court;Jimmy Carter;Democratic
487;Conboy;Kenneth;Male;U.S. District Court;Ronald Reagan;Republican
488;Conger;Abraham;Male;U.S. District Court;Harry S Truman;Democratic
489;Conger;Edward;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
490;Conkling;Alfred;Male;U.S. District Court;John Quincy Adams;Jeffersonian Republican
3232;Conley;William;Male;U.S. District Court;Barack Obama;Democratic
491;Conlon;Suzanne;Female;U.S. District Court;Ronald Reagan;Republican
492;Conmy;Patrick;Male;U.S. District Court;Ronald Reagan;Republican
493;Connally;Ben;Male;U.S. District Court;Harry S Truman;Democratic
494;Connell;James;Male;U.S. District Court;Dwight D. Eisenhower;Republican
2943;Conner;Christopher;Male;U.S. District Court;George W. Bush;Republican
496;Conner;William;Male;U.S. District Court;Richard M. Nixon;Republican
5018791;Connolly;Colm;Male;U.S. District Court;Donald J. Trump;Republican
497;Connor;Aloysius;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
495;Connor;Henry;Male;U.S. District Court;William H. Taft;Republican
3031;Conrad;Glen;Male;U.S. District Court;George W. Bush;Republican
3085;Conrad;Robert;Male;U.S. District Court;George W. Bush;Republican
2951;Conti;Joy;Female;U.S. District Court;George W. Bush;Republican
498;Conti;Samuel;Male;U.S. District Court;Richard M. Nixon;Republican
499;Contie;Leroy;Male;U.S. District Court;Richard M. Nixon;Republican
3420;Contreras;Rudolph;Male;U.S. District Court;Barack Obama;Democratic
500;Conway;Anne;Female;U.S. District Court;George H.W. Bush;Republican
501;Conway;John;Male;U.S. District Court;Ronald Reagan;Republican
3008;Coogler;L.;Male;U.S. District Court;George W. Bush;Republican
2998;Cook;Deborah;Female;U.S. Court of Appeals;George W. Bush;Republican
502;Cook;Harold;Male;U.S. District Court;Gerald Ford;Republican
503;Cook;Julian;Male;U.S. District Court;Jimmy Carter;Democratic
3053;Cooke;Marcia;Female;U.S. District Court;George W. Bush;Republican
504;Coolahan;James;Male;U.S. District Court;John F. Kennedy;Democratic
3516;Cooper;Christopher;Male;U.S. District Court;Barack Obama;Democratic
505;Cooper;Clarence;Male;U.S. District Court;William J. Clinton;Democratic
2845;Cooper;Florence-Marie;Female;U.S. District Court;William J. Clinton;Democratic
506;Cooper;Frank;Male;U.S. District Court;Woodrow Wilson;Democratic
507;Cooper;Irving;Male;U.S. District Court;John F. Kennedy;Democratic
1831;Cooper;Mary;Female;U.S. District Court;George H.W. Bush;Republican
508;Copenhaver;John;Male;U.S. District Court;Gerald Ford;Republican
509;Copple;William;Male;U.S. District Court;Lyndon B. Johnson;Democratic
510;Corcoran;Howard;Male;U.S. District Court;Lyndon B. Johnson;Democratic
511;Cordova;Valdemar;Male;U.S. District Court;Jimmy Carter;Democratic
2952;Corrigan;Timothy;Male;U.S. District Court;George W. Bush;Republican
512;Cosgrave;George;Male;U.S. District Court;Herbert Hoover;Republican
3425;Costa;Gregg;Male;U.S. District Court;Barack Obama;Democratic
513;Costantino;Mark;Male;U.S. District Court;Richard M. Nixon;Republican
514;Cote;Denise;Female;U.S. District Court;William J. Clinton;Democratic
515;Cotteral;John;Male;U.S. District Court;Theodore Roosevelt;Republican
516;Coughenour;John;Male;U.S. District Court;Ronald Reagan;Republican
4028221;Counts;Walter;Male;U.S. District Court;Donald J. Trump;Republican
517;Covello;Alfred;Male;U.S. District Court;George H.W. Bush;Republican
518;Covington;James;Male;U.S. District Court;Woodrow Wilson;Democratic
3077;Covington;Virginia;Female;U.S. District Court;George W. Bush;Republican
519;Cowan;Finis;Male;U.S. District Court;Jimmy Carter;Democratic
2700;Cowen;Arnold;Male;Other;Lyndon B. Johnson;Democratic
520;Cowen;Robert;Male;U.S. District Court;Ronald Reagan;Republican
521;Cox;Elijah;Male;U.S. District Court;Calvin Coolidge;Republican
522;Cox;Emmett;Male;U.S. District Court;Ronald Reagan;Republican
523;Cox;Joseph;Male;U.S. District Court;Herbert Hoover;Republican
524;Cox;Owen;Male;U.S. District Court;Richard M. Nixon;Republican
3117;Cox;Sean;Male;U.S. District Court;George W. Bush;Republican
525;Cox;Walter;Male;U.S. District Court;Rutherford B. Hayes;Republican
526;Cox;William;Male;U.S. District Court;John F. Kennedy;Democratic
528;Coxe;Alfred;Male;U.S. District Court;Herbert Hoover;Republican
527;Coxe;Alfred;Male;U.S. District Court;Chester A. Arthur;Republican
529;Coyle;Robert;Male;U.S. District Court;Ronald Reagan;Republican
530;Crabb;Barbara;Female;U.S. District Court;Jimmy Carter;Democratic
3522;Crabtree;Daniel;Male;U.S. District Court;Barack Obama;Democratic
531;Craig;Walter;Male;U.S. District Court;John F. Kennedy;Democratic
2813;Cranch;William;Male;U.S. Circuit Court (other);John Adams;Federalist
2926;Crane;Randy;Male;U.S. District Court;George W. Bush;Republican
532;Crary;Elisha;Male;U.S. District Court;John F. Kennedy;Democratic
533;Craven;James;Male;U.S. District Court;John F. Kennedy;Democratic
3553;Crawford;Geoffrey;Male;U.S. District Court;Barack Obama;Democratic
534;Crawford;William;Male;U.S. District Court;John Quincy Adams;Jeffersonian Republican
2706;Creighton;William;Male;U.S. District Court;John Quincy Adams;Jeffersonian Republican
3603;Crenshaw;Waverly;Male;U.S. District Court;Barack Obama;Democratic
535;Croake;Thomas;Male;U.S. District Court;John F. Kennedy;Democratic
536;Crocker;Myron;Male;U.S. District Court;Dwight D. Eisenhower;Republican
3037;Crone;Marcia;Female;U.S. District Court;George W. Bush;Republican
537;Cross;Joseph;Male;U.S. District Court;Theodore Roosevelt;Republican
3083;Crotty;Paul;Male;U.S. District Court;George W. Bush;Republican
538;Crow;Sam;Male;U.S. District Court;Ronald Reagan;Republican
539;Crowley;John;Male;U.S. District Court;Gerald Ford;Republican
540;Cudahy;Richard;Male;U.S. Court of Appeals;Jimmy Carter;Democratic
541;Cummings;Samuel;Male;U.S. District Court;Ronald Reagan;Republican
542;Cummings;Walter;Male;U.S. Court of Appeals;Lyndon B. Johnson;Democratic
3443;Curiel;Gonzalo;Male;U.S. District Court;Barack Obama;Democratic
543;Curran;Edward;Male;U.S. District Court;Harry S Truman;Democratic
544;Curran;Thomas;Male;U.S. District Court;Ronald Reagan;Republican
545;Currie;Cameron;Female;U.S. District Court;William J. Clinton;Democratic
546;Curtin;John;Male;U.S. District Court;Lyndon B. Johnson;Democratic
547;Curtis;Benjamin;Male;Supreme Court;Millard Fillmore;Whig
548;Curtis;Jesse;Male;U.S. District Court;John F. Kennedy;Democratic
549;Cushing;William;Male;Supreme Court;George Washington;
550;Cushman;Edward;Male;U.S. District Court;William H. Taft;Republican
551;Cuyler;Jeremiah;Male;U.S. District Court;James Monroe;Jeffersonian Republican
552;Cyr;Conrad;Male;U.S. District Court;Ronald Reagan;Republican
3365;D'Agostino;Mae;Female;U.S. District Court;Barack Obama;Democratic
553;Dallas;George;Male;U.S. Circuit Court (1869-1911);Benjamin Harrison;Republican
3318;Dallinger;Fredrick;Male;Other;Herbert Hoover;Republican
3369;Dalton;Roy;Male;U.S. District Court;Barack Obama;Democratic
554;Dalton;Ted;Male;U.S. District Court;Dwight D. Eisenhower;Republican
555;Daly;T.;Male;U.S. District Court;Jimmy Carter;Democratic
556;Dalzell;Stewart;Male;U.S. District Court;George H.W. Bush;Republican
2724;Damrell;Frank;Male;U.S. District Court;William J. Clinton;Democratic
557;Danaher;John;Male;U.S. Court of Appeals;Dwight D. Eisenhower;Republican
558;Daniel;Peter;Male;U.S. District Court;Andrew Jackson;Democratic
559;Daniel;Wiley;Male;U.S. District Court;William J. Clinton;Democratic
2854;Daniels;George;Male;U.S. District Court;William J. Clinton;Democratic
560;Daronco;Richard;Male;U.S. District Court;Ronald Reagan;Republican
561;Darr;Leslie;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
2881;Darrah;John;Male;U.S. District Court;William J. Clinton;Democratic
3381;Darrow;Sara;Female;U.S. District Court;Barack Obama;Democratic
562;Daugherty;Frederick;Male;U.S. District Court;John F. Kennedy;Democratic
563;Daughtrey;Martha;Female;U.S. Court of Appeals;William J. Clinton;Democratic
564;Davidson;Glen;Male;U.S. District Court;Ronald Reagan;Republican
565;Davidson;Thomas;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
566;Davies;Elmer;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
567;Davies;John;Male;U.S. District Court;Ronald Reagan;Republican
568;Davies;Ronald;Male;U.S. District Court;Dwight D. Eisenhower;Republican
569;Davies;William;Male;U.S. District Court;James Monroe;Jeffersonian Republican
3356;Davila;Edward;Male;U.S. District Court;Barack Obama;Democratic
570;Davis;Andre;Male;U.S. District Court;William J. Clinton;Democratic
571;Davis;Arthur;Male;U.S. District Court;John F. Kennedy;Democratic
3502;Davis;Brian;Male;U.S. District Court;Barack Obama;Democratic
572;Davis;Charles;Male;U.S. District Court;Calvin Coolidge;Republican
573;Davis;David;Male;Supreme Court;Abraham Lincoln;Republican
574;Davis;David;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
575;Davis;Edward;Male;U.S. District Court;Jimmy Carter;Democratic
576;Davis;John;Male;U.S. District Court;John Adams;Federalist
3265;Davis;John;Male;Other;Chester A. Arthur;Republican
577;Davis;John;Male;U.S. District Court;Lyndon B. Johnson;Democratic
578;Davis;John;Male;U.S. District Court;Woodrow Wilson;Democratic
3268;Davis;John Chandler;Male;Other;Rutherford B. Hayes;Republican
2929;Davis;Legrome;Male;U.S. District Court;George W. Bush;Republican
2939;Davis;Leonard;Male;U.S. District Court;George W. Bush;Republican
3175;Davis;Mark;Male;U.S. District Court;George W. Bush;Republican
579;Davis;Michael;Male;U.S. District Court;William J. Clinton;Democratic
2701;Davis;Oscar;Male;Other;John F. Kennedy;Democratic
580;Davis;Thomas;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
581;Davis;W.;Male;U.S. District Court;Gerald Ford;Republican
583;Dawkins;Benjamin;Male;U.S. District Court;Dwight D. Eisenhower;Republican
582;Dawkins;Benjamin;Male;U.S. District Court;Calvin Coolidge;Republican
584;Dawson;Archie;Male;U.S. District Court;Dwight D. Eisenhower;Republican
585;Dawson;Charles;Male;U.S. District Court;Calvin Coolidge;Republican
2860;Dawson;Kent;Male;U.S. District Court;William J. Clinton;Democratic
2762;Dawson;Robert;Male;U.S. District Court;William J. Clinton;Democratic
586;Day;Edward;Male;U.S. District Court;Dwight D. Eisenhower;Republican
587;Day;William;Male;U.S. District Court;William H. Taft;Republican
588;Day;William;Male;U.S. Circuit Court (1869-1911);William McKinley;Republican
589;Dayton;Alston;Male;U.S. District Court;Theodore Roosevelt;Republican
3319;De Vries;Marion;Male;Other;William H. Taft;Republican
591;Deady;Matthew;Male;U.S. District Court;James Buchanan;Democratic
592;DeAnda;James;Male;U.S. District Court;Jimmy Carter;Democratic
593;Dearie;Raymond;Male;U.S. District Court;Ronald Reagan;Republican
594;Deaver;Bascom;Male;U.S. District Court;Calvin Coolidge;Republican
595;Debevoise;Dickinson;Male;U.S. District Court;Jimmy Carter;Democratic
596;Decker;Bernard;Male;U.S. District Court;John F. Kennedy;Democratic
3155;DeGiusti;Timothy;Male;U.S. District Court;George W. Bush;Republican
3558;deGravelles;John;Male;U.S. District Court;Barack Obama;Democratic
3260;DeGuilio;Jon;Male;U.S. District Court;Barack Obama;Democratic
597;DeHaven;John;Male;U.S. District Court;William McKinley;Republican
598;Delahay;Mark;Male;U.S. District Court;Abraham Lincoln;Republican
599;Delehant;John;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
3507;Delgado Hern�ndez;Pedro;Male;U.S. District Court;Barack Obama;Democratic
3103;Delgado-Col�n;Aida;Female;U.S. District Court;George W. Bush;Republican
600;DeMascio;Robert;Male;U.S. District Court;Richard M. Nixon;Republican
590;DeMent;Ira;Male;U.S. District Court;George H.W. Bush;Republican
601;DeMoss;Harold;Male;U.S. Court of Appeals;George H.W. Bush;Republican
602;Denison;Arthur;Male;U.S. District Court;William H. Taft;Republican
603;Denman;William;Male;U.S. Court of Appeals;Franklin D. Roosevelt;Democratic
604;Denney;Robert;Male;U.S. District Court;Richard M. Nixon;Republican
605;Dennis;James;Male;U.S. Court of Appeals;William J. Clinton;Democratic
3013;Der-Yeghiayan;Samuel;Male;U.S. District Court;George W. Bush;Republican
606;DeVane;Dozier;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
3086;Dever;James;Male;U.S. District Court;George W. Bush;Republican
607;Devine;Shane;Male;U.S. District Court;Jimmy Carter;Democratic
608;Devitt;Edward;Male;U.S. District Court;Dwight D. Eisenhower;Republican
609;Dewey;Charles;Male;U.S. District Court;Calvin Coolidge;Republican
610;Diamond;Gustave;Male;U.S. District Court;Jimmy Carter;Democratic
3064;Diamond;Paul;Male;U.S. District Court;George W. Bush;Republican
3341;Diaz;Albert;Male;U.S. Court of Appeals;Barack Obama;Democratic
3201;DiCarlo;Dominick;Male;Other;Ronald Reagan;Republican
612;Dick;John;Male;U.S. District Court;James Monroe;Jeffersonian Republican
613;Dick;Robert;Male;U.S. District Court;Ulysses Grant;Republican
3472;Dick;Shelly;Female;U.S. District Court;Barack Obama;Democratic
614;Dickerson;Mahlon;Male;U.S. District Court;Martin Van Buren;Democratic
615;Dickerson;Philemon;Male;U.S. District Court;Martin Van Buren;Democratic
616;Dickinson;Oliver;Male;U.S. District Court;Woodrow Wilson;Democratic
617;Diclerico;Joseph;Male;U.S. District Court;George H.W. Bush;Republican
618;Dier;Richard;Male;U.S. District Court;Richard M. Nixon;Republican
619;Dietrich;Frank;Male;U.S. District Court;Theodore Roosevelt;Republican
620;Dillin;Samuel;Male;U.S. District Court;John F. Kennedy;Democratic
3582;Dillon;Elizabeth;Female;U.S. District Court;Barack Obama;Democratic
621;Dillon;John;Male;U.S. Circuit Court (1869-1911);Ulysses Grant;Republican
2768;Dimitrouleas;William;Male;U.S. District Court;William J. Clinton;Democratic
622;Dimmick;Carolyn;Female;U.S. District Court;Ronald Reagan;Republican
623;Dimock;Edward;Male;U.S. District Court;Harry S Truman;Democratic
624;Ditter;John;Male;U.S. District Court;Richard M. Nixon;Republican
625;Dlott;Susan;Female;U.S. District Court;William J. Clinton;Democratic
626;Dobie;Armistead;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
627;Dodge;Frederic;Male;U.S. District Court;Theodore Roosevelt;Republican
628;Doherty;Rebecca;Female;U.S. District Court;George H.W. Bush;Republican
6273446;Domenico;Daniel;Male;U.S. District Court;Donald J. Trump;Republican
629;Dom�nguez;Daniel;Male;U.S. District Court;William J. Clinton;Democratic
630;Donahue;Maurice;Male;U.S. Court of Appeals;Woodrow Wilson;Democratic
631;Donald;Bernice;Female;U.S. District Court;William J. Clinton;Democratic
3505;Donato;James;Male;U.S. District Court;Barack Obama;Democratic
3296;Donlon;Mary;Female;Other;Dwight D. Eisenhower;Republican
3595;Donnelly;Ann;Female;U.S. District Court;Barack Obama;Democratic
632;Donohoe;James;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
633;Donovan;Dennis;Male;U.S. District Court;Harry S Truman;Democratic
634;Donworth;George;Male;U.S. District Court;William H. Taft;Republican
635;Dooley;Joseph;Male;U.S. District Court;Harry S Truman;Democratic
5197981;Dooley;Kari;Female;U.S. District Court;Donald J. Trump;Republican
636;Dooling;John;Male;U.S. District Court;John F. Kennedy;Democratic
637;Dooling;Maurice;Male;U.S. District Court;Woodrow Wilson;Democratic
2953;Dorr;Richard;Male;U.S. District Court;George W. Bush;Republican
3485;Dorsey;Jennifer;Female;U.S. District Court;Barack Obama;Democratic
638;Dorsey;Peter;Male;U.S. District Court;Ronald Reagan;Republican
639;Doty;David;Male;U.S. District Court;Ronald Reagan;Republican
4273111;Doughty;Terry;Male;U.S. District Court;Donald J. Trump;Republican
640;Douglas;William;Male;Supreme Court;Franklin D. Roosevelt;Democratic
641;Doumar;Robert;Male;U.S. District Court;Ronald Reagan;Republican
3164;Dow;Robert;Male;U.S. District Court;George W. Bush;Republican
642;Dowd;David;Male;U.S. District Court;Ronald Reagan;Republican
3449;Dowdell;John;Male;U.S. District Court;Barack Obama;Democratic
643;Downes;William;Male;U.S. District Court;William J. Clinton;Democratic
3239;Downey;George;Male;Other;Woodrow Wilson;Democratic
644;Doyle;James;Male;U.S. District Court;Lyndon B. Johnson;Democratic
645;Doyle;William;Male;U.S. District Court;John F. Kennedy;Democratic
3441;Drain;Gershwin;Male;U.S. District Court;Barack Obama;Democratic
3240;Drake;Charles;Male;Other;Ulysses Grant;Republican
646;Drayton;John;Male;U.S. District Court;James Madison;Jeffersonian Republican
647;Drayton;William;Male;U.S. District Court;George Washington;
2995;Drell;Dee;Male;U.S. District Court;George W. Bush;Republican
648;Driver;Samuel;Male;U.S. District Court;Harry S Truman;Democratic
2725;Droney;Christopher;Male;U.S. District Court;William J. Clinton;Democratic
3594;Drozd;Dale;Male;U.S. District Court;Barack Obama;Democratic
649;Druffel;John;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
650;Drummond;Thomas;Male;U.S. District Court;Zachary Taylor;Whig
3421;Du;Miranda;Female;U.S. District Court;Barack Obama;Democratic
651;Duane;James;Male;U.S. District Court;George Washington;
652;Dubina;Joel;Male;U.S. District Court;Ronald Reagan;Republican
653;DuBois;Jan;Male;U.S. District Court;Ronald Reagan;Republican
3097;DuBose;Kristi;Female;U.S. District Court;George W. Bush;Republican
2817;Duckett;Allen;Male;U.S. Circuit Court (other);Thomas Jefferson;Jeffersonian Republican
654;Duell;Charles;Male;U.S. Court of Appeals;Theodore Roosevelt;Republican
655;Duff;Brian;Male;U.S. District Court;Ronald Reagan;Republican
3062;Duffey;William;Male;U.S. District Court;George W. Bush;Republican
656;Duffy;Francis;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
657;Duffy;Kevin;Male;U.S. District Court;Richard M. Nixon;Republican
658;Duffy;Patrick;Male;U.S. District Court;William J. Clinton;Democratic
659;Duggan;Patrick;Male;U.S. District Court;Ronald Reagan;Republican
660;Duhe;John;Male;U.S. District Court;Ronald Reagan;Republican
661;Dumbauld;Edward;Male;U.S. District Court;John F. Kennedy;Democratic
3015;Duncan;Allyson;Female;U.S. Court of Appeals;George W. Bush;Republican
662;Duncan;Richard;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
663;Duncan;Robert;Male;U.S. District Court;Richard M. Nixon;Republican
4517676;Duncan;Stuart;Male;U.S. Court of Appeals;Donald J. Trump;Republican
664;Dundy;Elmer;Male;U.S. District Court;Andrew Johnson;Democratic
665;Duniway;Benjamin;Male;U.S. Court of Appeals;John F. Kennedy;Democratic
2818;Dunlop;James;Male;U.S. Circuit Court (other);James K. Polk;Democratic
666;Duplantier;Adrian;Male;U.S. District Court;Jimmy Carter;Democratic
667;Dupree;Franklin;Male;U.S. District Court;Richard M. Nixon;Republican
668;Durell;Edward;Male;U.S. District Court;Abraham Lincoln;Republican
3269;Durfee;James;Male;Other;Dwight D. Eisenhower;Republican
3453;Durkin;Thomas;Male;U.S. District Court;Barack Obama;Democratic
669;Duval;Stanwood;Male;U.S. District Court;William J. Clinton;Democratic
670;DuVal;Thomas;Male;U.S. District Court;Franklin Pierce;Democratic
671;Duvall;Gabriel;Male;Supreme Court;James Madison;Jeffersonian Republican
672;Dwyer;William;Male;U.S. District Court;Ronald Reagan;Republican
673;Dyer;Charles;Male;U.S. District Court;Ulysses Grant;Republican
674;Dyer;David;Male;U.S. District Court;Theodore Roosevelt;Republican
675;Dyer;David;Male;U.S. District Court;John F. Kennedy;Democratic
676;Dyer;John;Male;U.S. District Court;James K. Polk;Democratic
2861;Dyk;Timothy;Male;U.S. Court of Appeals;William J. Clinton;Democratic
2896;Eagan;Claire;Female;U.S. District Court;George W. Bush;Republican
3336;Eagles;Catherine;Female;U.S. District Court;Barack Obama;Democratic
677;East;William;Male;U.S. District Court;Dwight D. Eisenhower;Republican
678;Easterbrook;Frank;Male;U.S. Court of Appeals;Ronald Reagan;Republican
679;Eaton;Joseph;Male;U.S. District Court;Lyndon B. Johnson;Democratic
3202;Eaton;Richard;Male;Other;William J. Clinton;Democratic
680;Ebel;David;Male;U.S. Court of Appeals;Ronald Reagan;Republican
3601;Ebinger;Rebecca;Female;U.S. District Court;Barack Obama;Democratic
681;Echols;Robert;Male;U.S. District Court;George H.W. Bush;Republican
682;Economus;Peter;Male;U.S. District Court;William J. Clinton;Democratic
683;Edelstein;David;Male;U.S. District Court;Harry S Truman;Democratic
684;Edenfield;Berry;Male;U.S. District Court;Jimmy Carter;Democratic
685;Edenfield;Newell;Male;U.S. District Court;Lyndon B. Johnson;Democratic
686;Edgar;Robert;Male;U.S. District Court;Ronald Reagan;Republican
687;Edgerton;Alonzo;Male;U.S. District Court;Benjamin Harrison;Republican
688;Edgerton;Henry;Male;U.S. Court of Appeals;Franklin D. Roosevelt;Democratic
689;Edmondson;James;Male;U.S. Court of Appeals;Ronald Reagan;Republican
690;Edmunds;Nancy;Female;U.S. District Court;George H.W. Bush;Republican
691;Edwards;George;Male;U.S. Court of Appeals;John F. Kennedy;Democratic
692;Edwards;Harry;Male;U.S. Court of Appeals;Jimmy Carter;Democratic
693;Edwards;Pierpont;Male;U.S. District Court;Thomas Jefferson;Jeffersonian Republican
694;Egan;Thomas;Male;U.S. District Court;Dwight D. Eisenhower;Republican
695;Eginton;Warren;Male;U.S. District Court;Jimmy Carter;Democratic
696;Eicher;Edward;Male;U.S. District Court;Franklin D. Roosevelt;Democratic
3989726;Eid;Allison;Female;U.S. Court of Appeals;Donald J. Trump;Republican
697;Eisele;Garnett;Male;U.S. District Court;Richard M. Nixon;Republican
3301;Ekwall;William;Male;Other;Franklin D. Roosevelt;Democratic
698;Elfvin;John;Male;U.S. District Court;Gerald Ford;Republican
699;Elliott;James;Male;U.S. District Court;William H. Taft;Republican
700;Elliott;J[ames];Male;U.S. District Court;John F. Kennedy;Democratic
701;Ellis;Frank;Male;U.S. District Court;John F. Kennedy;Democratic
702;Ellis;Powhatan;Male;U.S. District Court;Andrew Jackson;Democratic
3491;Ellis;Sara;Female;U.S. District Court;Barack Obama;Democratic
703;Ellis;Thomas;Male;U.S. District Court;Ronald Reagan;Republican
704;Ellison;James;Male;U.S. District Court;Jimmy Carter;Democratic
2822;Ellison;Keith;Male;U.S. District Court;William J. Clinton;Democratic
705;Ellsworth;Oliver;Male;Supreme Court;George Washington;
3159;Elrod;Jennifer;Female;U.S. Court of Appeals;George W. Bush;Republican
706;Ely;Walter;Male;U.S. Court of Appeals;Lyndon B. Johnson;Democratic
707;Emmons;Halmor;Male;U.S. Circuit Court (1869-1911);Ulysses Grant;Republican
708;Engel;Albert;Male;U.S. District Court;Richard M. Nixon;Republican
2903;Engelhardt;Kurt;Male;U.S. District Court;George W. Bush;Republican
3380;Engelmayer;Paul;Male;U.S. District Court;Barack Obama;Democratic
2944;England;Morrison;Male;U.S. District Court;George W. Bush;Republican
709;English;George;Male;U.S. District Court;Woodrow Wilson;Democratic
710;Enright;William;Male;U.S. District Court;Richard M. Nixon;Republican
711;Enslen;Richard;Male;U.S. District Court;Jimmy Carter;Democratic
2933;Ericksen;Joan;Female;U.S. District Court;George W. Bush;Republican
2983;Erickson;Ralph;Male;U.S. District Court;George W. Bush;Republican
712;Erskine;Herbert;Male;U.S. District Court;Harry S Truman;Democratic
713;Erskine;John;Male;U.S. District Court;Andrew Johnson;Democratic
714;Ervin;Robert;Male;U.S. District Court;Woodrow Wilson;Democratic
715;Ervin;Samuel;Male;U.S. Court of Appeals;Jimmy Carter;Democratic
716;Erwin;Richard;Male;U.S. District Court;Jimmy Carter;Democratic
717;Eschbach;Jesse;Male;U.S. District Court;John F. Kennedy;Democratic
718;Estes;Joe;Male;U.S. District Court;Dwight D. Eisenhower;Republican
719;Estes;William;Male;U.S. District Court;Woodrow Wilson;Democratic
720;Eubanks;Luther;Male;U.S. District Court;Lyndon B. Johnson;Democratic
721;Evans;Beverly;Male;U.S. District Court;Woodrow Wilson;Democratic
722;Evans;Evan;Male;U.S. Court of Appeals;Woodrow Wilson;Democratic
723;Evans;Orinda;Female;U.S. District Court;Jimmy Carter;Democratic
724;Evans;Terence;Male;U.S. District Court;Jimmy Carter;Democratic
725;Evans;Walter;Male;U.S. District Court;William McKinley;Republican
3302;Evans;Walter;Male;Other;Herbert Hoover;Republican
2707;Ewart;Hamilton;Male;U.S. District Court;William McKinley;Republican
726;Ewing;Nathaniel;Male;U.S. District Court;Theodore Roosevelt;Republican
727;Ezra;David;Male;U.S. District Court;Ronald Reagan;Republican
728;Faber;David;Male;U.S. District Court;George H.W. Bush;Republican
729;Fagg;George;Male;U.S. Court of Appeals;Ronald Reagan;Republican
730;Fahy;Charles;Male;U.S. Court of Appeals;Harry S Truman;Democratic
3461;Failla;Katherine;Female;U.S. District Court;Barack Obama;Democratic
3133;Fairbank;Valerie;Female;U.S. District Court;George W. Bush;Republican
731;Fairchild;Thomas;Male;U.S. Court of Appeals;Lyndon B. Johnson;Democratic
732;Fake;Guy;Male;U.S. District Court;Calvin Coolidge;Republican
733;Fallon;Eldon;Male;U.S. District Court;William J. Clinton;Democratic
734;Faris;Charles;Male;U.S. District Court;Woodrow Wilson;Democratic
735;Farnan;Joseph;Male;U.S. District Court;Ronald Reagan;Republican
736;Farrington;Edward;Male;U.S. District Court;Theodore Roosevelt;Republican
737;Farris;Joseph;Male;U.S. Court of Appeals;Jimmy Carter;Democratic
738;Fawsett;Patricia;Female;U.S. District Court;Ronald Reagan;Republican
739;Fay;Peter;Male;U.S. District Court;Richard M. Nixon;Republican
740;Fee;James;Male;U.S. District Court;Herbert Hoover;Republican
2823;Feess;Gary;Male;U.S. District Court;William J. Clinton;Democratic
